ID,SMILES,Mutagenicity
126-33-0,O=S1(=O)CCCC1,non-mutagenic
119613-62-6,CCc1cc2ccccc2c3ccc4C(O)C(O)C5OC5c4c13,mutagenic
94574-56-8,CC(=O)OCc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,mutagenic
69657-89-2,CCc1ccccc1Nc2ccc(Nc3ccccc3CC)c4C(=O)c5c(O)ccc(O)c5C(=O)c24,mutagenic
28352-32-1,C1CCC2C(C1)C3OC3c4ccccc24,non-mutagenic
522-19-0,COc1cc(OC)c2nc3occc3c(OC)c2c1,mutagenic
18028-56-3,Cc1ccc2[nH]c3c(C)ccc(C)c3c2c1,mutagenic
6441-91-4,Nc1ccc2cc(cc(O)c2c1N=Nc3ccc(cc3S(=O)(=O)O)[N+](=O)[O-])S(=O)(=O)O,non-mutagenic
3058-37-5,CN=NO,mutagenic
159092-79-2,[O-][N+](=O)c1ccc2c3cccc(c3cc(c2c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
101-77-9,Nc1ccc(Cc2ccc(N)cc2)cc1,mutagenic
124-09-4,NCCCCCCN,non-mutagenic
3029-19-4,O=Cc1ccc2ccc3cccc4ccc1c2c34,mutagenic
109-57-9,NC(=S)NCC=C,non-mutagenic
55256-57-0,CC(C)(O)CCc1ccc(O)c2C(=O)c3c(O)c4C5C=COC5Oc4cc3Oc12,mutagenic
1030-27-9,CN(C)c1ccc(\C=C\C(=O)c2ccccc2)cc1,non-mutagenic
17526-17-9,CCOCc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,mutagenic
NOCAS_M533,CCO[P@](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,non-mutagenic
98601-02-6,Cc1cc2c(O)cccc2c3cc4C(O)C(O)C=Cc4cc13,mutagenic
885-11-0,CN1N(C(=O)C(=C1C)N=O)c2ccccc2,mutagenic
5234-68-4,CC1=C(SCCO1)C(=O)Nc2ccccc2,non-mutagenic
823-40-5,Cc1c(N)cccc1N,mutagenic
120042-13-9,CC(N)(CN=[N+]=[N-])C(=O)O,mutagenic
66552-77-0,Cc1cc2c(C)c3ccccc3c(C)c2cc1C,mutagenic
5557-27-7,COc1cc(OC)c2C(=O)c3c(O)ccc(OC)c3Oc2c1,mutagenic
434-07-1,C[C@]1(O)CC[C@@H]2[C@@H]3CC[C@H]4CC(=C(C[C@]4(C)[C@H]3CC[C@]12C)C=O)O,non-mutagenic
3179-90-6,OCCNc1ccc(NCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,mutagenic
117929-14-3,[O-][N+](=O)c1cc2CCc3cccc4ccc(c1)c2c34,mutagenic
56856-83-8,CN(COC(=O)C)N=O,mutagenic
68162-37-8,COC(=O)\C(=C\c1oc(cc1)[N+](=O)[O-])\[N+](=O)[O-],mutagenic
13810-83-8,OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,non-mutagenic
134959-55-0,O=C(OCc1ccccc1)c2cccc3cccnc23,non-mutagenic
138580-48-0,CN1CCN(CC1)C2=CC(=O)c3[nH]c(C)c4c5ccccc5nc4c3C2=O,mutagenic
NOCAS_M30,O1[C@@H]2C=CC=C[C@H]12,mutagenic
2922-83-0,NC(CC(=O)c1ccccc1N)C(=O)O,non-mutagenic
57-68-1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,non-mutagenic
212-54-4,C1c2ccccc2c3ccc4ccc5ccccc5c4c13,mutagenic
91-59-8,Nc1ccc2ccccc2c1,mutagenic
613-47-8,ONc1ccc2ccccc2c1,mutagenic
199536-82-8,ClC1=C(COC1=O)C(Br)Br,mutagenic
99-76-3,COC(=O)c1ccc(O)cc1,non-mutagenic
27451-21-4,CC(=O)N(O)c1ccc(C)cc1,non-mutagenic
111-92-2,CCCCNCCCC,non-mutagenic
62641-68-3,CCOC(=O)N(CCO)N=O,mutagenic
173450-36-7,CCCOC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OCCC)ccc1N,non-mutagenic
135-19-3,Oc1ccc2ccccc2c1,non-mutagenic
87-82-1,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,non-mutagenic
91549-71-2,CN(C)CCNC(=O)c1ccc2c(N)c3ccccc3nc2c1,non-mutagenic
57471-01-9,CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C,non-mutagenic
19111-89-8,CN(C)C(N(C)C)(c1ccccc1)c2ccccc2,non-mutagenic
144-82-1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,non-mutagenic
580-20-1,Oc1ccc2cccnc2c1,non-mutagenic
NOCAS_M467,CC(C)(Oc1ccc(cc1)[C@H]2CCCc3ccccc23)C(=O)O,non-mutagenic
91379-15-6,CCCC\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,mutagenic
6217-22-7,O=C1C(=O)c2cccc3ccc4cccc1c4c23,non-mutagenic
55984-51-5,CN(CC(=O)C)N=O,mutagenic
26444-49-5,Cc1cccc(OP(=O)(Oc2ccccc2)Oc3ccccc3)c1,non-mutagenic
6926-44-9,[N-]=[N+]=NCCc1ccccc1,mutagenic
1211-40-1,Nc1ccc(cc1)c2ccc(cc2)[N+](=O)[O-],mutagenic
112022-10-3,CN(C)CCNC(=O)c1cccc2Oc3ccccc3Oc12,mutagenic
144-83-2,Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,non-mutagenic
2122-77-2,OCCOc1cc(Cl)c(Cl)cc1Cl,non-mutagenic
75-21-8,C1CO1,mutagenic
84174-22-1,CN(Cc1ccc(Cl)cc1)N=O,mutagenic
152-18-1,COP(=S)(OC)OC,non-mutagenic
83-46-5,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,non-mutagenic
94740-40-6,CC(=O)N1CCC[C@H]1C(=O)N(CC(=O)O)N=O,mutagenic
50656-61-6,CC1C=C(C=O)C(=CC2CC(C)(C)CC12)C=O,non-mutagenic
124390-37-0,Cc1cc2ccccc2c3cc(c4ccccc4c13)[N+](=O)[O-],mutagenic
126370-98-7,COc1cccc(CN2C3C2c4ccccc4c5ccccc35)c1,mutagenic
128-39-2,CC(C)(C)c1cccc(c1O)C(C)(C)C,non-mutagenic
14628-90-1,COC1=CC=C(C=CC1=O)[N+](=O)[O-],mutagenic
23355-97-7,C[C@@H]1O[C@H]1c2ccccc2,non-mutagenic
1214-39-7,C(Nc1[nH]cnc2ncnc12)c3ccccc3,non-mutagenic
38861-78-8,CC(C)Cc1ccc(cc1)C(=O)C,non-mutagenic
61477-96-1,CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,non-mutagenic
98911-08-1,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,mutagenic
525-64-4,Nc1ccc2c(Cc3cc(N)ccc23)c1,mutagenic
53693-68-8,CCN(CC)c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccc(cc4)N(CC)CC,non-mutagenic
80115-73-7,CCC(=O)N(O)c1ccc(cc1)c2ccccc2,mutagenic
79560-36-4,COCc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,mutagenic
36193-75-6,Nc1cnc2ccc3ccccc3c2c1,mutagenic
55-55-0,CNc1ccc(O)cc1,mutagenic
142-83-6,C\C=C/C=C\C=O,mutagenic
524-42-5,O=C1C=Cc2ccccc2C1=O,mutagenic
132832-26-9,OC1C2OC2c3cc4c5ccccc5c6ccccc6c4cc3C1O,mutagenic
NOCAS_M535,CCCCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@H]1NC(=O)C)C(=O)N)C(=O)O,non-mutagenic
2314-61-6,S=C1SC=C(S1)c2ccccc2,non-mutagenic
71-43-2,c1ccccc1,non-mutagenic
4938-72-1,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,non-mutagenic
933-78-8,Oc1cc(Cl)cc(Cl)c1Cl,non-mutagenic
105553-32-0,CN(N=O)N(C(=O)\C(=N/O)\C(=O)C)c1ccccc1,mutagenic
55-38-9,COP(=S)(OC)Oc1ccc(SC)c(C)c1,non-mutagenic
7493-63-2,Nc1ccccc1C(=O)OCC=C,non-mutagenic
520-26-3,COc1ccc(cc1O)C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2,non-mutagenic
NOCAS_M392,C=C[C@H]1CCC=CC1,non-mutagenic
16804-85-6,C1CCC2C(C1)C=Cc3ccccc23,mutagenic
1088-56-8,CN1C2=NC(=O)NC(=O)C2=Nc3cc(C)c(C)cc13,mutagenic
NOCAS_M472,NC(=O)CN1C[C@H](O)CC1=O,non-mutagenic
110-94-1,OC(=O)CCCC(=O)O,non-mutagenic
97-53-0,COc1cc(CC=C)ccc1O,non-mutagenic
95791-46-1,Clc1cc2c3ccccc3ccc2c4ccccc14,mutagenic
96-17-3,CCC(C)C=O,non-mutagenic
13071-79-9,CCOP(=S)(OCC)SCSC(C)(C)C,non-mutagenic
1300-72-7,Cc1ccc(cc1C)S(=O)(=O)O,non-mutagenic
102059-18-7,CC(=O)Nc1ccc(\C=C\C(=O)c2ccccc2)cc1,mutagenic
3524-68-3,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,non-mutagenic
120-80-9,Oc1ccccc1O,non-mutagenic
107817-59-4,NC(CSC\C=C\Cl)C(=O)O,non-mutagenic
NOCAS_M111,CC(=O)O[C@@H]1Cc2c3ccc4ccccc4c3cc5ccc(C)c1c25,mutagenic
32795-84-9,Brc1c2ccccc2cc3c1ccc4ccccc34,mutagenic
879-39-0,[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,non-mutagenic
5296-38-8,C(Oc1ccc(Cc2ccccc2)cc1)C3CO3,mutagenic
55556-92-8,O=NN1CCC=CC1,mutagenic
275795-16-9,CC(C)(C)c1cc(ccc1N=O)c2ccccc2,mutagenic
26471-62-5,Cc1cc(cc(c1)C#N=O)C#N=O,mutagenic
60967-89-7,O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O,mutagenic
19996-03-3,ClCc1c2ccccc2c(Cl)c3ccccc13,mutagenic
42713-66-6,N[C@H](CCCN(N=O)C(=O)N)C(=O)O,mutagenic
96018-75-6,ON(C=O)c1cccc(Cl)c1,non-mutagenic
17455-23-1,C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,non-mutagenic
3290-92-4,CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,mutagenic
78658-61-4,CCCCN(CC(O)c1ccc(O)cc1)N=O,non-mutagenic
53499-68-6,CNc1ccc(cc1)N=Nc2ccc(cc2)N(C)C(=O)C,mutagenic
6755-16-4,CCNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],mutagenic
84-69-5,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,non-mutagenic
129117-54-0,COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1,mutagenic
55-80-1,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,mutagenic
24085-06-1,CC(=O)OCc1cc(ccc1OC(=O)C)C(=O)C,mutagenic
57470-78-7,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C,non-mutagenic
1684-40-8,Nc1c2CCCCc2nc3ccccc13,mutagenic
535-83-1,C[n+]1cccc(c1)C(=O)O,non-mutagenic
86-00-0,[O-][N+](=O)c1ccccc1c2ccccc2,non-mutagenic
NOCAS_M334,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,non-mutagenic
88847-89-6,Nc1nc(O)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,non-mutagenic
35509-27-4,N#Cc1cccc2cccnc12,mutagenic
25870-67-1,[O-][N+](=O)c1ccc(\C=C\C(=O)c2ccc(cc2)[N+](=O)[O-])cc1,mutagenic
1768-31-6,ClC(Cl)C(=O)C(Cl)(Cl)Cl,mutagenic
108278-71-3,NC(=O)N(CCC(=O)O)N=O,mutagenic
105-13-5,COc1ccc(CO)cc1,non-mutagenic
39147-43-8,Oc1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,mutagenic
2403-27-2,Brc1ccc(cc1)C(=O)\C=C\c2ccccc2,non-mutagenic
1849-36-1,[O-][N+](=O)c1ccc(S)cc1,mutagenic
108618-29-7,Nc1ccc(\C=C\c2ccc(cc2)C#N)cc1,mutagenic
99-59-2,COc1ccc(cc1N)[N+](=O)[O-],mutagenic
77-95-2,O[C@@H]1C[C@@](O)(C[C@H](O)[C@H]1O)C(=O)O,non-mutagenic
10443-65-9,OC(=O)C(=C)Br,non-mutagenic
24191-98-8,CN1CC(O)c2cc3OCOc3c4c5ccccc5CC1c24,mutagenic
59405-51-5,Cc1cc(N=Nc2cccnc2)c(N)cc1N,mutagenic
2528-36-1,CCCCOP(=O)(OCCCC)Oc1ccccc1,non-mutagenic
123-51-3,CC(C)CCO,non-mutagenic
60-09-3,Nc1ccc(cc1)N=Nc2ccccc2,mutagenic
69658-13-5,OC(=O)CSc1ccc2c3ccccc3C(=O)c4cccc1c24,mutagenic
1904-98-9,Nc1nc(N)c2[nH]cnc2n1,non-mutagenic
612-24-8,[O-][N+](=O)c1ccccc1C#N,non-mutagenic
64896-26-0,OC(=O)c1ccc(cc1)N=Nc2ccc(O)c(c2)C(=O)O,non-mutagenic
612-41-9,OC(=O)\C=C\c1ccccc1[N+](=O)[O-],non-mutagenic
130-13-2,Nc1ccc(c2ccccc12)S(=O)(=O)O,non-mutagenic
83-75-0,CCOC(=O)OC(C1CC2CCN1CC2C=C)c3ccnc4ccc(OC)cc34,non-mutagenic
32306-29-9,CCOP(=O)(OCC)Oc1cc(on1)c2ccccc2,non-mutagenic
131229-61-3,CCCCON(OC(=O)C)C(=O)c1ccc(C)cc1,mutagenic
53175-28-3,C\C=C(/Cl)\C=O,mutagenic
112368-25-9,OC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl,non-mutagenic
51568-18-4,CC(=O)CC(=O)CCC(=O)O,non-mutagenic
122551-89-7,ClC(Cl)C1=C(Cl)C(=O)OC1,mutagenic
2082-81-7,CC(=C)C(=O)OCCCCOC(=O)C(=C)C,non-mutagenic
5598-15-2,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,non-mutagenic
633-03-4,CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,mutagenic
111-40-0,NCCNCCN,non-mutagenic
155164-59-3,COc1ccc(cc1)S(=O)(=O)N2N=CC(=C(Cl)C2=O)Cl,non-mutagenic
569-61-9,Nc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3,mutagenic
95-14-7,c1ccc2[nH]nnc2c1,mutagenic
3160-37-0,CC(=O)\C=C/c1ccc2OCOc2c1,non-mutagenic
145439-00-5,CN(N=O)C(=O)c1c(ncn1C)N(C)C(=O)OC(C)(C)C,mutagenic
2498-76-2,Cc1ccc2ccc3cc4ccccc4cc3c2c1,mutagenic
399-10-0,Fc1ccc(cc1)C(=O)\C=C\c2ccccc2,non-mutagenic
3342-98-1,Cc1ccc2cc3c(ccc4ccccc34)c5[C@@H](O)Cc1c25,mutagenic
NOCAS_M271,CC[C@]1(O)C[C@@H](O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@@H]1C(=O)OC,mutagenic
14992-81-5,Clc1c(Cl)c(Cl)c(C=C)c(Cl)c1Cl,non-mutagenic
60-12-8,OCCc1ccccc1,non-mutagenic
123-38-6,CCC=O,non-mutagenic
2386-87-0,O=C(OCC1CCC2OC2C1)C3CCC4OC4C3,mutagenic
105453-64-3,OC1C=Cc2c(ccc3cc4c(ccc5ccccc45)cc23)C1O,mutagenic
999-81-5,C[N+](C)(C)CCCl,non-mutagenic
85-91-6,CNc1ccccc1C(=O)OC,non-mutagenic
621-52-3,CCOc1cccc(c1)[N+](=O)[O-],non-mutagenic
79660-72-3,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,mutagenic
25703-79-1,CC(O)COC(=O)C(=C)C,non-mutagenic
73341-53-4,Cc1cccn2c1nc3ccc(NO)nc23,mutagenic
4460-86-0,COc1cc(OC)c(C=O)cc1OC,non-mutagenic
148193-36-6,COc1nsc2c(OCC3CO3)cccc12,mutagenic
58-93-5,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,non-mutagenic
105453-63-2,OC1C=Cc2ccc3cc4c(ccc5ccccc45)cc3c2C1O,mutagenic
616-44-4,Cc1ccsc1,non-mutagenic
1467-79-4,CN(C)C#N,non-mutagenic
61422-45-5,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,non-mutagenic
35142-06-4,COC(=O)c1cc2OCOc2c3c1ccc4c(OC)cccc34,mutagenic
24260-08-0,CCOC1=CC(=O)C(=CC1=O)NC(=O)C,mutagenic
75-95-6,BrC(Br)C(Br)(Br)Br,non-mutagenic
1007-36-9,CNC(=O)Nc1ccccc1,non-mutagenic
3102-70-3,Cc1cc(C)c(N)c(C)c1N,mutagenic
2163-68-0,CCNc1nc(O)nc(NC(C)C)n1,non-mutagenic
127-00-4,C[C@@H](O)CCl,mutagenic
5869-25-0,Nc1ccc2c3cccc4cccc(c2c1)c34,mutagenic
625-48-9,OCC[N+](=O)[O-],mutagenic
131-57-7,COc1ccc(C(=O)c2ccccc2)c(O)c1,non-mutagenic
88-99-3,OC(=O)c1ccccc1C(=O)O,non-mutagenic
116374-66-4,CN(C)CCCNc1c2ccccc2nc3c(F)ccc(c13)[N+](=O)[O-],mutagenic
132929-89-6,[O-][N+](=O)c1ccc2ccc3cc4C=CCCc4c5ccc1c2c35,mutagenic
153260-28-7,CC1(C)Cc2ncccc2c3nc(N)sc13,mutagenic
NOCAS_M377,CCCC[C@@H](CC)COC(=O)C=C,non-mutagenic
60877-90-9,Oc1ccccc1\C=N\c2snc3ccccc23,non-mutagenic
53-95-2,CC(=O)N(O)c1ccc2c(Cc3ccccc23)c1,mutagenic
101-18-8,Oc1cccc(Nc2ccccc2)c1,non-mutagenic
95-06-7,CCN(CC)C(=S)SCC(=C)Cl,mutagenic
115-39-9,Oc1c(Br)cc(cc1Br)C2(OS(=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4,non-mutagenic
38434-77-4,CCN(N=O)C#N,mutagenic
762-75-4,CC(C)(C)OCO,non-mutagenic
111712-46-0,CC(Br)(CBr)COP(=O)(OCC(C)(Br)CBr)OCC(C)(Br)CBr,non-mutagenic
50-07-7,CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,mutagenic
124-07-2,CCCCCCCC(=O)O,non-mutagenic
98033-21-7,Cn1ccc2c1ccc3ccc4ccc(O)cc4c23,mutagenic
2517-98-8,CC(=O)OCc1c2ccccc2c(C)c3c1ccc4ccccc34,mutagenic
14703-71-0,Nc1cccc(O)c1[N+](=O)[O-],non-mutagenic
218-34-8,c1cnc2c(c1)ccc3c2ccc4cccnc34,mutagenic
8003-03-0,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@H]([C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,non-mutagenic
205-99-2,c1ccc2c(c1)c3cccc4c5ccccc5cc2c34,mutagenic
NOCAS_M312,Cc1cccc(OC[C@@H](O)CNC(C)(C)C)c1C,non-mutagenic
113202-60-1,CC(=O)Oc1cc(C=O)cc2N3CC4C(N4C(=O)C)C(OC(=O)C)(O3)C(COC(=O)N)c12,mutagenic
119239-65-5,OC1C2OC2c3ccc4ncccc4c3C1O,non-mutagenic
100-22-1,CN(C)c1ccc(cc1)N(C)C,mutagenic
68268-20-2,CCCN(C(=O)CCCl)c1snc2ccccc12,mutagenic
4213-45-0,COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,mutagenic
121-66-4,Nc1ncc(s1)[N+](=O)[O-],mutagenic
141511-28-6,[O-][N+](=O)c1cc2CCc3cc4CCCCc4c5CCc(c1)c2c35,mutagenic
124-30-1,CCCCCCCCCCCCCCCCCCN,non-mutagenic
96-67-3,Nc1cc(cc(c1O)S(=O)(=O)O)[N+](=O)[O-],non-mutagenic
61695-72-5,C1O[C@@H]1c2c3ccccc3cc4c2ccc5ccccc45,mutagenic
60-82-2,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,non-mutagenic
111-71-7,CCCCCCC=O,non-mutagenic
NOCAS_M6,COc1cc(cc(OC)c1O)[C@H]2[C@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@@H]4O)c6cccs6)c7cc8OCOc8cc27,mutagenic
75-62-7,ClC(Cl)(Cl)Br,mutagenic
NOCAS_M508,CC[C@@H]1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N,non-mutagenic
61875-33-0,Cc1cccc2nc(O)c(O)nc12,mutagenic
2876-24-6,[O-][N+](=O)c1cccc2nc3ccccc3nc12,mutagenic
102873-32-5,[O-][N+](=O)c1cccc(c1)c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],mutagenic
98736-50-6,CN(Cc1ccc(Br)cc1)N=O,mutagenic
630125-99-4,CNc1cc(Oc2ccc(N)cc2)ncn1,mutagenic
613-35-4,CC(=O)Nc1ccc(cc1)c2ccc(NC(=O)C)cc2,mutagenic
6312-87-4,CC(=O)Nc1ccc(Oc2ccccc2)cc1,mutagenic
3244-54-0,[O-][N+](=O)c1ccc2[nH]c3ccc(cc3c2c1)[N+](=O)[O-],mutagenic
1447-88-7,COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3,non-mutagenic
172374-60-6,CC(=O)Nc1ccc(Oc2ccc(cc2)N(OC(=O)C)C(=O)C)cc1,mutagenic
57-10-3,CCCCCCCCCCCCCCCC(=O)O,non-mutagenic
18699-02-0,CC(=O)Nc1ccc(CC(=O)O)cc1,non-mutagenic
90-05-1,COc1ccccc1O,non-mutagenic
160543-23-7,Cc1ccc2c(C)c3C(O)C(O)c4ccccc4c3nc2c1,non-mutagenic
113698-18-3,COC1=CC(=O)c2c(nc(C)c3c4CCCCc4[nH]c23)C1=O,mutagenic
106-02-5,O=C1CCCCCCCCCCCCCCO1,non-mutagenic
14901-08-7,C[N+](=NC[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[O-],non-mutagenic
107-05-1,ClCC=C,mutagenic
94840-66-1,NC(CSC(F)(F)C(F)F)C(=O)O,non-mutagenic
106686-63-9,COc1cccc(\C=C\C)c1OC,mutagenic
100-25-4,[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-],mutagenic
476-46-0,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1O,mutagenic
55-21-0,NC(=O)c1ccccc1,non-mutagenic
102-82-9,CCCCN(CCCC)CCCC,non-mutagenic
63019-39-6,Oc1ccc2ccc3c4ccccc4ccc3c2c1,mutagenic
207-09-0,c1ccc2nc3c(cc2c1)c4cccc5cccc3c45,non-mutagenic
103942-97-8,CN(C)CCNC(=O)c1cccc2nc3ccccc3nc12,mutagenic
8001-35-2,ClC[C@]1(C(Cl)Cl)[C@@H]2CC(Cl)(Cl)[C@@]1(CCl)[C@H](Cl)[C@@H]2Cl,mutagenic
51276-85-8,Nc1nc2cc(O)ccc2[nH]1,mutagenic
645-62-5,CCC\C=C(\CC)/C=O,non-mutagenic
141-86-6,Nc1cccc(N)n1,mutagenic
992-59-6,Cc1cc(ccc1N=Nc2cc(c3ccccc3c2N)S(=O)(=O)O)c4ccc(N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O)c(C)c4,non-mutagenic
1820-59-3,[O-][N+](=O)c1ccc(c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])c(c1)[N+](=O)[O-],mutagenic
24085-08-3,CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc2ccccc2,mutagenic
1679-41-0,C\C(=C/C=O)\Cl,mutagenic
36133-88-7,CC(=O)NCc1onc(n1)c2oc(cc2)[N+](=O)[O-],mutagenic
150445-96-8,[O-][N+](=O)c1ccc2c(c1)nc(\C=N\OCc3ccccc3[N+](=O)[O-])n2Cc4ccccc4,mutagenic
97919-22-7,Nc1ccc(cc1)S(=O)(=O)Nc2cnc3c(Cl)cccc3n2,non-mutagenic
2942-42-9,[O-][N+](=O)c1cccc2c[nH]nc12,mutagenic
36167-69-8,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1,mutagenic
122365-35-9,Nc1c2ncn(C(c3ccccc3)c4ccccc4)c2nc[n+]1[O-],mutagenic
110-58-7,CCCCCN,non-mutagenic
17369-59-4,CC\C=C\1/OC(=O)c2ccccc12,mutagenic
107027-31-6,CN(C)CCNC(=O)c1cccc2ncc(nc12)c3ccccc3,mutagenic
51264-14-3,COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24,mutagenic
68931-03-3,CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC,non-mutagenic
932-97-8,O=C1C=CC(=N#N)C=C1,mutagenic
3113-71-1,Cc1cc(ccc1[N+](=O)[O-])C(=O)O,mutagenic
NOCAS_M150,C=CCOC[C@H]1CO1,mutagenic
NOCAS_M40,CC[C@@H](C)OC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],mutagenic
76024-59-4,OC1C(O)c2ccc3ccc4ccccc4c3c2C5OC15,mutagenic
2516-93-0,CCCCOCC(=O)O,non-mutagenic
56602-33-6,CN(C)[P+](On1nnc2ccccc12)(N(C)C)N(C)C,non-mutagenic
118326-95-7,COc1ccc2C=CC3CCCCC3c2c1,mutagenic
95-47-6,Cc1ccccc1C,non-mutagenic
50264-69-2,OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c3ccccc13,non-mutagenic
118-82-1,CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,non-mutagenic
814-78-8,CC(=C)C(=O)C,non-mutagenic
NOCAS_M269,CCOc1ccc(NC(=O)C[C@@H](C)O)cc1,mutagenic
64894-89-9,OC(=O)c1ccc(Nc2c3ccccc3nc4cc(ccc24)N=N#N)cc1,mutagenic
5634-39-9,OC[C@@H]1CO[C@@H](CCI)O1,mutagenic
146795-34-8,[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2,mutagenic
659-70-1,CC(C)CCOC(=O)CC(C)C,non-mutagenic
1822-51-1,ClCc1ccncc1,non-mutagenic
477-83-8,COc1c(CO)c(O)cc2C(=O)c3ccccc3C(=O)c12,mutagenic
4606-98-8,Cc1ccc(COS(=O)(=O)c2ccc(C)cc2)cc1,non-mutagenic
93-76-5,OC(=O)COc1cc(Cl)c(Cl)cc1Cl,non-mutagenic
76-06-2,[O-][N+](=O)C(Cl)(Cl)Cl,mutagenic
118354-49-7,Brc1ccc2C3CCCCC3C4OC4c2c1,non-mutagenic
81760-45-4,CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3,non-mutagenic
698-63-5,[O-][N+](=O)c1oc(C=O)cc1,mutagenic
