SID,SMILES,-log10(Acute_toxicity-Fathead_minnow [mmol/l])
48415332,C1=CC=C(C=C1)C2=CC=NC=C2,0.9829666607012196
48415333,C1=CC=C(C=C1)S(=O)C2=CC=CC=C2,0.3645162531850879
48415335,CC(COC(=O)C=C)O,1.585026652029182
48415336,C1=CC(=NC=C1Br)N,-0.008600171761917567
48415337,CCOP(=O)(CC1=CC=CC=C1)OCC,-0.16731733474817606
48415339,CC(=O)C1=CC=NC=C1,-0.14301480025409505
48415340,COC(=O)C1=CC=C(C=C1)Cl,1.193820026016113
48415341,CCCCOC1=CC=CC=C1,1.4202164033831899
48415342,COC(=O)C1=CC=C(C=C1)C#N,0.5376020021010439
48415343,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,2.290730039024169
48415344,COC1=CC(=C(C=C1)OC)C(=O)CBr,2.593459819566045
48415345,CCCC[Sn](CCCC)(CCCC)CCCC,3.886056647693163
48415346,CC(C)C(C)(C#C)O,-0.26245108973042947
48415347,C=CN1C2=CC=CC=C2C3=CC=CC=C31,4.779891911959945
48415348,C1=CC=C(C=C1)COC2=CC=CC(=C2)N,1.3381873144627388
48415349,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2.4190750243243806
48415350,CC(C)(C)OC,-0.8819549713396004
48415351,C=CCCCCCCC=C,2.677780705266081
48415352,C1=CC=C(C=C1)NN=C2C=CC(=O)C=C2,2.221848749616356
48415353,C1=C(C=C(C(=C1I)O)I)C#N,1.7375489102695705
48415354,C1=C(C=C(C(=C1Br)O)Br)C#N,1.3419886033428876
48415355,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)O)C,2.1555228242543185
48415356,C=CCC1=CC=CC=C1O,0.9507819773298184
48415357,C1=CC(=C(C=C1Br)C=O)O,2.1897674820049158
48415358,C=C(CCl)CCl,2.8181564120552274
48415359,C1=C(C=C(C(=C1Cl)O)Cl)C#N,0.889410289700751
48415360,CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC,2.673664139071249
48415361,C1=CC(=CC=C1O)OC2=CC=C(C=C2)O,1.5436339668709569
48415362,C1=CC(=C(C(=C1)Cl)C(=O)N)Cl,-0.39269695325966575
48415363,CCCCCCCCCCN,2.183758700008217
48415364,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,2.028724151261895
48415365,C1(=C(N=C(N1)Br)Br)Br,1.6968039425795112
48415366,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],3.614393726401688
48415367,CC(CC#C)O,0.3798639450262425
48415368,C1=CC(=C(C=C1Cl)O)O,1.9625735020593764
48415369,COC(=O)C1=C(C=C(C=C1)O)O,0.5654310959658013
48415371,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,2.728158393463501
48415372,CC1CCC(C(C1)O)C(C)C,0.9172146296835499
48415373,CC1=CC=C(C=C1)S(=O)(=O)N2C=CN=C2,0.7258421507363202
48415374,CC(=O)C1=C(C=C(C=C1)Cl)Cl,1.1617807780923741
48415375,CCCCCCCCC#N,1.4236586497942072
48415376,C1=CC(=C(C=C1N)C(F)(F)F)F,0.7746907182741372
48415377,C1CCC(C(C1)C2=CC=CC=C2)O,0.5985994592184558
48415378,CCOCCOC(=O)C(=C)C,0.7569619513137056
48415379,CC1=C(C(=C(C=C1)C)O)C,1.2204035087421754
48415380,CCCCCCCCCCCC#N,2.625251653989896
48415381,COC1=CC=CC=C1C(=O)N,0.10017949757290372
48415382,C1=CC(=C(C=C1Cl)Cl)C(=O)N,0.29843201494407257
48415383,CC(=C)C(=O)OCC1CCCO1,0.6903698325741012
48415384,COC1=CC(=C(C=C1O)Cl)Cl,1.6345120151091004
48415385,CC(=C)C(=O)OCC1=CC=CC=C1,1.576754126063192
48415386,CCCCCCOC(=O)C=C,2.1487416512809245
48415387,CC(C)(C)C1=CC=C(C=C1)OC(=O)NC,1.3169529617611504
48415389,C1CN(CCN1)CC2=CC=CC=C2,0.5702477199975919
48415390,C1=CC(=CN=C1)CCCO,-0.03742649794062367
48415391,CCCCCCCCCCCCCN,3.484126156288321
48415392,C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)Cl)N,2.0385789059335515
48415393,COC(=O)C1=C(C=CC(=C1)Cl)Cl,1.1655792963184675
48415394,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,3.042392712939905
48415395,COC1=C(C(=CC(=C1)C=O)Br)O,0.5883802940367698
48415396,C=CC(=O)OC1CCCCC1,2.0177287669604316
48415398,CCOC(=O)N(C(=O)OCC)C(=O)OCC,1.2441251443275085
48415399,C1=C(C(=CC(=C1Cl)Cl)O)O,2.303643611266668
48415400,C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl,2.9318141382538383
48415401,C1=CC=C(C=C1)C2=NC(=CC=C2)C3=CC=CC=C3,3.041914151478915
48415402,C1=C(C(=CC(=C1[N+](=O)[O-])Cl)Cl)[N+](=O)[O-],3.7166987712964503
48415405,CCC(C)C(C)C=O,0.8538719643217619
48415406,CCCCCCCC#CCO,2.158640529545145
48415407,C1=CC(=O)NC=C1Cl,-0.9444826721501687
48415408,CC(C)SSC(C)C,1.2572748686953017
48415409,COC1=CC(=C(C=C1C=O)OC)OC,0.5985994592184558
48415410,CC(C)OC(=O)C(=C)C,0.5287082889410615
48415411,CCCC(C=C)O,0.5171264163912462
48415412,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,2.752026733638193
48415413,C1=CN=CC=C1CCC2=CC=NC=C2,0.08618614761628333
48415414,CCN1C(=O)CC(=O)N(C1=S)CC,-1.3521825181113625
48415415,COC(=O)C1=CC(=C(C=C1)C(=O)OC)[N+](=O)[O-],1.563837352959244
48415416,C1=CC2=C(C=C1Cl)NC(=S)S2,1.7986028756795485
48415417,COC(=O)C1=CC(=C(C=C1)C(=O)OC)N,1.3695721249749762
48415418,CCSCCSCC,0.39685562737981767
48415419,CN(C)CCCCl.Cl,0.07520400420208784
48415420,CC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-],1.5590909179347823
48415421,CC1=CC(=NC(=N1)N)Cl,0.00788851221305034
48415422,CC1=C(C=CC=C1OC)OC,0.8761483590329142
48415423,CN(C)C1=CC=CC=N1,-0.01703333929878037
48415424,CC(C)(C)CN,-0.7363965022766424
48415425,CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C,2.540607512240769
48415426,C1=CC(=C(C=C1Cl)C#N)N,0.728158393463501
48415427,CC(C)(C(Cl)(Cl)Cl)O.CC(C)(C(Cl)(Cl)Cl)O.O,0.4412914294668343
48415428,CCCCCCCCCCC(=O)C,2.193820026016113
48415429,CN(C)C1=CC=C(C=C1)C=CC=O,1.4353339357479107
48415430,C1=CC=[N+](C=C1)CC(=O)O.[Cl-],0.030118356253500032
48415431,C1=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl,3.087246696328677
48415432,C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl,1.679853713888946
48415433,CC1=C(C(=CC=C1)Cl)C#N,1.0017406615763014
48415434,C1=CC(=C(N=C1)Br)O,-0.43136376415898736
48415435,C1=CC(=C(N=C1)Cl)O,-0.6812412373755872
48415436,C#CCN(CC#C)CC#C,-0.35410843914740087
48415437,CCOC(CN(C)CC(OCC)OCC)OCC,-0.3820170425748684
48415438,C1CN(CCN1CCCN)CCCN,-1.1903316981702914
48415439,CC(=CCCC(=CCCC(C)(C=C)O)C)C,2.191789027075778
48415440,C1CCN(C1)CCCl.Cl,0.045757490560675115
48415441,CCCCCCCCCCCN,2.910094888560602
48415442,CCCCC(C#C)O,1.8041003475907664
48415443,CCOC1=CC=C(C=C1)C=O,0.728158393463501
48415444,CC1(C2CCC1(C(=O)C2Br)C)C,0.5287082889410615
48415445,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,4.739928612014925
48415446,CCOP(=S)(OCC)SCSC(C)(C)C,4.336299074610352
48415447,C1=CC=C(C(=C1)C(Br)Br)C(Br)Br,2.9829666607012197
48415448,CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl,2.048176964684088
48415449,CC(=O)C1=C(C(=C(C=C1)OC)OC)OC,0.0236500209967266
48415450,CCOC(=O)C(C(=O)OCC)Cl,2.3115801779972895
48415451,CCNCC1=CC=CC=C1,0.37468754903832613
48415452,C[N+]1=CC=CC=C1Cl.[I-],0.10846254232743552
48415453,C1=CC(=CN=C1)C(=O)C2=CC=C(C=C2)Br,1.109020403010311
48415454,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,0.2502636844309389
48415455,CC1(CCC(O1)(C)C)C,-0.11727129565576427
48415456,C1=CC(=C(N=C1)[N+](=O)[O-])O,-0.07554696139253074
48415457,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,1.7328282715969863
48415458,CCCCCCCCC1=CC=C(C=C1)N,3.2335871528876003
48415459,CC(=NOC(=O)NC)SC,1.8860566476931633
48415460,C1=CC(=O)NC(=C1)Cl,-0.21748394421390624
48415461,CC1=C(N=NC(=N1)N)C,-0.884795363948981
48415463,CCN(CC)C1=CC(=C(C=C1)C=O)O,1.5575202309355514
48415464,CC1=NC(=CC=C1)Cl,-0.2600713879850748
48415465,CC(C)CCC(C)(C#C)O,0.4571745730408201
48415466,CC1=C(OC(=N1)C)C,-0.6063813651106049
48415467,CC(CN(C)C)C(=O)C,1.1817741063860445
48415469,C1=CC(=CC(=C1)Br)C(=O)N,0.33441900898204685
48415470,CNC(=O)ON=C(C(=O)N(C)C)SC,1.5100415205751654
48415471,CC(C)C1=C(C(=CC=C1)C(C)C)N,1.0639892042847905
48415472,[N-]=[N+]=[N-].[Na+],1.0757207139381184
48415473,C[N+](C)(C)C1=CC=CC=C1.COS(=O)(=O)[O-],-0.0
48415475,CC(C)(C(C(F)F)(F)F)O,-0.5611013836490559
48415476,CCC(C)N,-0.5751878449276611
48415477,COCCCNCC1=CC(=C(C(=C1)OC)OC)OC,0.2967086218813386
48415478,C1CCOC(C1)CBr,-0.06069784035361165
48415479,CCCCCCCCCCC1=CC=C(C=C1)N,3.575118363368933
48415480,CCCCCCOC1=CC=C(C=C1)N,1.8068754016455384
48415481,COC(=O)C1=C(C=C(C=C1)Cl)[N+](=O)[O-],0.8927900303521317
48415482,C1=CC(=C(C=C1O)C=O)[N+](=O)[O-],0.6003262785189618
48415483,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,4.91721462968355
48415484,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,4.388276691992658
48415485,CCSCCCCSCC,1.4685210829577449
48415486,CCCCCCCCOC1=CC=CC=C1NC(=O)C,2.7670038896078464
48415487,CC(C)(C)C1=CC=C(C=C1)C(=O)N,0.744727494896694
48415488,CSCCCCCCSC,1.2471835688117285
48415489,CC(C#C)O,0.7772835288524167
48415491,C1=CC=C(C=C1)C[N+]2=CC=CC(=C2)S(=O)(=O)[O-],-0.9854264740830017
48415492,CC(C)(C)C1=CC=C(C=C1)OC2=CC=CC(=C2)C=O,2.838631997765025
48415493,CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,6.375717904164332
48415495,C1=CC(=CC(=C1)OC2=CC(=C(C=C2)Cl)Cl)C=O,2.9507819773298185
48415496,C1=CC=C2C(=C1)C(=CC(=C2[O-])[N+](=O)[O-])[N+](=O)[O-].O.O.[Na+],1.8386319977650252
48415497,CC(C)(C)C1=CC=C(C=C1)C=C,2.51427857351842
48415498,CCOP(=O)(OCC)SCCSCC,1.2083093509798821
48415499,C=CC1=CC(=CC=C1)CCl,2.692503962086787
