CAS-RN,SMILES,-log[LC50_mmol/L]
1016-05-3,O=S1(=O)c2ccccc2c2c1cccc2,1.5700000000000003
33213-65-9,O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,3.075
141-90-2,O=C1NC(=S)NC=C1,1.221
91-64-5,O=C1Oc2ccccc2C=C1,1.032
51235-04-2,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,0.2200000000000002
1013-23-6,O=S1c2ccccc2-c2ccccc12,1.0010000000000003
77501-87-2,OC(=O)C(OC(=O)c1cc(ccc1N(=O)=O)Oc1ccc(cc1Cl)C(F)(F)F)C,1.5010000000000003
22071-15-4,OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,0.5990000000000002
1740-19-8,OC(=O)C1(C)CCCC2(C1CCc1c2ccc(c1)C(C)C)C,1.5599999999999996
139-13-9,OC(=O)CN(CC(=O)O)CC(=O)O,-0.2639999999999998
94-74-6,OC(=O)COc1ccc(cc1C)Cl,0.04700000000000018
94-75-7,OC(=O)COc1ccc(cc1Cl)Cl,0.7829999999999999
77-06-5,OC(=O)C1C2C3(C4C51CC(=C)C(C5)(O)CC4)C=CC(C2(C)C(=O)O3)O,1.1870000000000003
69-72-7,OC(=O)c1ccccc1O,0.06800000000000007
1918-02-1,OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,0.6440000000000001
76738-62-0,OC(C(C)(C)C)C(n1ncnc1)Cc1ccc(cc1)Cl,1.0099999999999998
22664-55-7,OC(COc1cc(C)c(c(c1C)C)OC(=O)C)CNC(C)C,0.9169999999999998
29122-68-7,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,0.9020000000000002
42200-33-9,OC(COc1cccc2c1CC(O)C(C2)O)CNC(C)(C)C,0.27700000000000014
57775-29-8,OC(COc1cccc2c1c1ccccc1[nH]2)CNC(C)C,1.3049999999999997
5251-34-3,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2C=C(C2=CC(=O)C=CC12C)Cl,0.9609999999999999
78-83-1,OCC(C)C,-1.18
115-20-8,OCC(Cl)(Cl)Cl,0.001999999999999795
111-42-2,OCCNCCO,-0.04300000000000016
107-21-1,OCCO,-2.878
110-80-5,OCCOCC,-1.93
111-90-0,OCCOCCOCC,-1.47
57-92-1,OCC1OC(OC2C(OC3C(O)C(O)C(C(C3N=C(N)N)O)N=C(N)N)OC(C2(O)C=O)C)C(C(C1O)O)NC,0.07699999999999992
56-75-7,OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,0.024999999999999942
7542-37-2,OCC1OC(C(C1OC1OC(CN)C(C(C1N)O)O)O)OC1C(O)C(N)CC(C1OC1OC(CO)C(C(C1N)O)O)N,0.08800000000000009
138-59-0,OC1CC(=CC(C1O)O)C(=O)O,0.17700000000000002
5289-74-7,OC1CC2(C)C(CC1O)C(=O)C=C1C2CCC2(C1(O)CCC2C(C(CCC(O)(C)C)O)(O)C)C,2.2910000000000004
59-50-7,Oc1ccc(c(c1)C)Cl,1.8520000000000003
106-41-2,Oc1ccc(cc1)Br,1.4640000000000004
106-48-9,Oc1ccc(cc1)Cl,1.4260000000000002
100-02-7,Oc1ccc(cc1)[N+](=O)[O-],1.016
92-69-3,Oc1ccc(cc1)c1ccccc1,1.6680000000000001
50-28-2,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,1.9619999999999997
135-19-3,Oc1ccc2c(c1)cccc2,1.6100000000000003
108-95-2,Oc1ccccc1,0.8500000000000001
95-57-8,Oc1ccccc1Cl,1.2380000000000004
90-43-7,Oc1ccccc1c1ccccc1,2.38
96-45-7,S=C1NCCN1,0.589
532-55-8,S=C=NC(=O)c1ccccc1,1.9320000000000004
2257-09-2,S=C=NCCc1ccccc1,3.099
622-78-6,S=C=NCc1ccccc1,3.54
4044-65-9,S=C=Nc1ccc(cc1)N=C=S,3.399
103-72-0,S=C=Nc1ccccc1,3.1310000000000002
75-15-0,S=C=S,1.5599999999999996
52-24-4,S=P(N1CC1)(N1CC1)N1CC1,-0.45999999999999996
149-30-4,SC1=Nc2ccccc2S1,1.4939999999999998
3483-12-3,SCC(C(CS)O)O,0.758
138261-41-3,[O-][N+](=O)NC1=NCCN1Cc1ccc(nc1)Cl,1.1680000000000001
55-63-0,[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],0.8500000000000001
693-21-0,[O-][N+](=O)OCCOCCO[N+](=O)[O-],0.3389999999999999
602-01-7,[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],2.441
148-01-6,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C,0.1379999999999999
534-52-1,[O-][N+](=O)c1cc(C)c(c(c1)[N+](=O)[O-])O,1.79
118-96-7,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,1.3899999999999997
88-89-1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,0.43000000000000016
99-51-4,[O-][N+](=O)c1ccc(c(c1)C)C,0.9780000000000002
121-87-9,[O-][N+](=O)c1ccc(c(c1)Cl)N,1.4889999999999999
121-14-2,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C,0.718
97-00-7,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])Cl,2.402
51-28-5,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O,1.6059999999999999
99-65-0,[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],0.5910000000000002
83-41-0,[O-][N+](=O)c1cccc(c1C)C,1.5579999999999998
83-42-1,[O-][N+](=O)c1cccc(c1C)Cl,1.6109999999999998
3209-22-1,[O-][N+](=O)c1cccc(c1Cl)Cl,1.62
98-95-3,[O-][N+](=O)c1ccccc1,0.6150000000000002
88-72-2,[O-][N+](=O)c1ccccc1C,1.1399999999999997
83-32-9,c1cc2cccc3c2c(c1)CC3,0.5750000000000002
2764-72-9,c1cc[n+]2c(c1)c1cccc[n+]1CC2,2.01
101-84-8,c1ccc(cc1)Oc1ccccc1,2.433
92-52-4,c1ccc(cc1)c1ccccc1,1.9089999999999998
86-74-8,c1ccc2c(c1)[nH]c1c2cccc1,1.7000000000000002
120-72-9,c1ccc2c(c1)[nH]cc2,2.069
50-32-8,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,3.0039999999999996
206-44-0,c1ccc2c(c1)c1cccc3c1c2ccc3,3.2809999999999997
85-01-8,c1ccc2c(c1)c1ccccc1cc2,2.4059999999999997
120-12-7,c1ccc2c(c1)cc1c(c2)cccc1,3.7
205-39-0,c1ccc2c(c1)ccc1c2c2ccccc2o1,1.737
205-43-6,c1ccc2c(c1)ccc1c2c2ccccc2s1,3.027
91-20-3,c1ccc2c(c1)cccc2,1.1470000000000002
119-65-3,c1ccc2c(c1)cncc2,0.7109999999999999
260-94-6,c1ccc2c(c1)nc1c(c2)cccc1,1.851
91-22-5,c1ccc2c(c1)nccc2,0.5299999999999998
120-78-5,c1ccc2c(c1)sc(n2)SSc1nc2c(s1)cccc2,0.6190000000000002
132-65-0,c1ccc2c(c1)sc1c2cccc1,2.5970000000000004
95-15-8,c1ccc2c(c1)scc2,0.3570000000000002
110-86-1,c1cccnc1,-1.185
110-02-1,c1cccs1,-0.5790000000000002
525-79-1,c1coc(c1)CNc1ncnc2c1[nH]cn2,2.0540000000000003
108-85-0,BrC1CCCCC1,0.8900000000000001
59865-13-3,C/C=C/CC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,1.779
79-92-5,C=C1C2CCC(C1(C)C)C2,0.7919999999999998
107-02-8,C=CC=O,2.9930000000000003
75-05-8,CC#N,-1.943
586-62-9,CC(=O)OC(C1CCC(=CC1)C)(C)C,1.8860000000000001
10161-34-9,CC(=O)OC1CCC2C1(C)C=CC1=C3CCC(=O)C=C3CCC21,2.5410000000000004
62-55-5,CC(=S)N,0.6379999999999999
107-41-5,CC(CC(O)(C)C)O,-1.78
770-35-4,CC(COc1ccccc1)O,-0.3860000000000001
101-21-3,CC(OC(=O)Nc1cccc(c1)Cl)C,1.7619999999999996
1445-75-6,CC(OP(=O)(OC(C)C)C)C,-0.17099999999999982
56-53-1,CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O,2.37
108-87-2,CC1CCCCC1,1.819
66-25-1,CCCCCC=O,1.0389999999999997
111-65-9,CCCCCCCC,2.4699999999999998
124-18-5,CCCCCCCCCC,2.2990000000000004
19295-81-9,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,3.194
109-46-6,CCCCNC(=S)NCCCC,0.52
126-73-8,CCCCOP(=O)(OCCCC)OCCCC,1.862
78-48-8,CCCCSP(=O)(SCCCC)SCCCC,4.676
67747-09-5,CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,1.9429999999999996
33820-53-0,CCCN(c1c(cc(cc1[N+](=O)[O-])C(C)C)[N+](=O)[O-])CCC,4.012
28249-77-6,CCN(C(=O)SCc1ccc(cc1)Cl)CC,2.548
134-62-3,CCN(C(=O)c1cccc(c1)C)CC,0.07799999999999985
97-77-8,CCN(C(=S)SSC(=S)N(CC)CC)CC,2.976
625-53-6,CCNC(=S)N,0.9359999999999999
109-89-7,CCNCC,0.11799999999999988
103-69-5,CCNc1ccccc1,2.46
1912-24-9,CCNc1nc(NC(C)C)nc(n1)Cl,0.601
1014-70-6,CCNc1nc(NCC)nc(n1)SC,0.6299999999999999
141-78-6,CCOC(=O)C,-0.9100000000000001
98886-44-3,CCOP(=O)(N1CCSC1=O)SC(CC)C,2.7619999999999996
470-90-6,CCOP(=O)(OC(=CCl)c1ccc(cc1Cl)Cl)OCC,3.5599999999999996
22224-92-6,CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,5.1129999999999995
3689-24-5,CCOP(=S)(OP(=S)(OCC)OCC)OCC,6.15
100-41-4,CCc1ccccc1,1.5019999999999998
657-24-9,CN(C(=N)N=C(N)N)C,-1.017
50-48-6,CN(CC/C=C/1\c2ccccc2CCc2c1cccc2)C,2.551
556-61-6,CN=C=S,2.418
124-40-3,CNC,-0.041999999999999836
16752-77-5,CNC(=O)ON=C(SC)C,3.9640000000000004
114-26-1,CNC(=O)Oc1ccccc1OC(C)C,1.9100000000000001
534-13-4,CNC(=S)NC,0.8250000000000002
54910-89-3,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,2.7830000000000004
131860-33-8,CO/C=C(\c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)/C(=O)OC,3.3890000000000002
63675-72-9,COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OCC(C)C)C,1.0709999999999997
10605-21-7,COC(=O)Nc1nc2c([nH]1)cccc2,3.1189999999999998
126-07-8,COC1=CC(=O)CC(C21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C,-0.4940000000000002
62-73-7,COP(=O)(OC=C(Cl)Cl)OC,6.099
732-11-6,COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,2.5999999999999996
83-79-4,COc1cc2c(cc1OC)OCC1C2C(=O)c2c(O1)c1CC(Oc1cc2)C(=C)C,5.0280000000000005
72-43-5,COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,4.087
22204-53-1,COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,0.794
67-68-5,CS(=O)C,-2.505
4685-14-7,C[n+]1ccc(cc1)c1cc[n+](cc1)C,1.8230000000000004
779-02-2,Cc1c2ccccc2cc2c1cccc2,3.1900000000000004
108-67-8,Cc1cc(C)cc(c1)C,1.2999999999999998
99-99-0,Cc1ccc(cc1)[N+](=O)[O-],1.0099999999999998
576-26-1,Cc1cccc(c1O)C,1.0380000000000003
108-88-3,Cc1ccccc1,0.001999999999999795
95-53-4,Cc1ccccc1N,2.3120000000000003
27304-13-8,ClC1C2C(C3C1(Cl)O3)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,2.513
79-00-5,ClCC(Cl)Cl,0.492
142-28-9,ClCCCCl,-0.3919999999999999
111-44-4,ClCCOCCCl,-0.22199999999999998
75-09-2,ClCCl,-0.34100000000000014
58-89-9,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,2.3890000000000002
634-83-3,Clc1c(N)cc(c(c1Cl)Cl)Cl,2.559
4901-51-3,Clc1c(O)cc(c(c1Cl)Cl)Cl,2.76
935-95-5,Clc1cc(Cl)c(c(c1Cl)O)Cl,2.6100000000000003
6639-30-1,Clc1cc(Cl)c(cc1C)Cl,2.55
89-61-2,Clc1ccc(c(c1)[N+](=O)[O-])Cl,1.2510000000000003
37680-73-2,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,4.509
37680-65-2,Clc1ccc(c(c1)c1ccccc1Cl)Cl,3.67
107534-96-3,Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,2.0199999999999996
439-14-5,Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,1.8209999999999997
2051-60-7,Clc1ccccc1c1ccccc1,2.4219999999999997
1897-45-6,N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,3.21
59-87-0,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],0.839
95-76-1,Nc1ccc(c(c1)Cl)Cl,2.4370000000000003
91-94-1,Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N,2.3810000000000002
108-42-9,Nc1cccc(c1)Cl,3.1079999999999997
95-51-2,Nc1ccccc1Cl,2.1900000000000004
154-42-7,NC1=NC(=S)c2nc[nH]c2N1,1.0060000000000002
434-07-1,O/C=C\1/CC2(C)C(CC1=O)CCC1C2CCC2(C1CCC2(C)O)C,1.5350000000000001
22431-62-5,O=C(C1C(C1(C)C)C=C1CCCC1)OCc1coc(c1)Cc1ccccc1,5.164
872-50-4,O=C1CCCN1C,1.9059999999999997
1622-61-3,O=C1CN=C(c2c(N1)ccc(c2)[N+](=O)[O-])c1ccccc1Cl,1.0220000000000002
1665-48-1,O=C1NCC(O1)COc1cc(C)cc(c1)C,0.47000000000000014
90-02-8,O=Cc1ccccc1O,1.4619999999999997
110-16-7,OC(=O)/C=C\C(=O)O,-0.23600000000000018
882-09-7,OC(=O)C(Oc1ccc(cc1)Cl)(C)C,0.4740000000000002
60-00-4,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.1030000000000002
1071-83-6,OC(=O)CNCP(=O)(O)O,0.9079999999999998
15307-86-5,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.1210000000000004
107-07-3,OCCCl,-0.42099999999999976
108-01-0,OCCN(C)C,-0.04099999999999992
112-27-6,OCCOCCOCCO,-2.54
58-90-2,Oc1c(Cl)cc(c(c1Cl)Cl)Cl,3.1100000000000003
609-19-8,Oc1cc(Cl)c(c(c1)Cl)Cl,2.4610000000000003
102-08-9,S=C(Nc1ccccc1)Nc1ccccc1,0.5310000000000001
33813-20-6,S=C1SSC2=NCCN12,2.9219999999999997
88-73-3,[O-][N+](=O)c1ccccc1Cl,0.6400000000000001
129-00-0,c1cc2ccc3c4c2c(c1)ccc4ccc3,3.173
122-66-7,c1ccc(cc1)NNc1ccccc1,1.6509999999999998
92-83-1,c1ccc2c(c1)Oc1c(C2)cccc1,0.9529999999999998
56-55-3,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,3.2190000000000003
132-64-9,c1ccc2c(c1)oc1c2cccc1,1.995
71-43-2,c1ccccc1,-0.52
